"","primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","partido","legislatura"
"391","ANGEL","MANCUELLO","MARIA",NA,"Partido Frente Amplio",47
"392","ANGRISANO",NA,"ADELA",NA,"Partido Colorado",37
"393","ANGRISANO",NA,"ADELA",NA,"Partido Colorado",38
"394","ANTIA",NA,"ENRIQUE",NA,"Partido Nacional",42
"395","ANTIA",NA,"ENRIQUE",NA,"Partido Nacional",46
"396","ANTIA","ERRANDONEA","AGUSTIN",NA,"Partido Nacional",30
"397","ANTIA","ERRANDONEA","AGUSTIN",NA,"Partido Nacional",31
"398","ANTIA","BEHRENS","ENRIQUE",NA,"Partido Nacional",48
"399","ANTIA",NA,"ENRIQUE",NA,"Partido Nacional",48
"400","ANTIA",NA,"ENRIQUE",NA,"Partido Nacional",45
"401","ANTIA",NA,"ENRIQUE","ANDRES","Partido Nacional",48
"402","ANTIA",NA,"ENRIQUE",NA,"Partido Nacional",49
"403","ANTOGNAZZA",NA,"MILTON",NA,"Frente Amplio",44
"404","ANTONACCIO",NA,"MARCELO",NA,"Partido Colorado",42
"405","ANTONACCIO",NA,"MARCELO",NA,"Partido Colorado",43
"406","ANTONACCIO",NA,"MARCELO",NA,"Partido Colorado",45
"407","ANTONACCIO",NA,"PEDRO",NA,"Partido Colorado",37
"408","ANTONELLI","MORENO","MAGDALENA",NA,"Partido Colorado",34
"409","ANTONELLI","MORENO","MAGDALENA",NA,"Partido Colorado",35
"410","ANTONELLI",NA,"ALEJANDRO",NA,"Partido Frente Amplio",48
"411","ANTONINI",NA,"HEBERT",NA,"Frente Amplio",49
"412","ANTUNEZ","MACIEL","ODORICO",NA,"Partido Colorado General Fructuoso Rivera",30
"413","ANTUNEZ","MACIEL","ODORICO",NA,"Partido Colorado General Fructuoso Rivera",31
"414","ANTUNEZ","MACIEL","ODORICO",NA,"Partido Colorado General Fructuoso Rivera",32
"415","ANTUNEZ","MACIEL","ODORICO",NA,"Partido Colorado General Fructuoso Rivera",33
"416","ANTUNEZ","SARAVIA","HECTOR",NA,"Partido Nacional",28
"417","ANTUNEZ","SARAVIA","HECTOR",NA,"Partido Nacional",29
"418","ANTUNEZ","SARAVIA","HECTOR",NA,"Partido Nacional",30
"419","ANTUNEZ","SARAVIA","HECTOR",NA,"Partido Nacional",31
"420","ANTUNEZ","GIMENEZ","FRANCISCO",NA,"Partido Colorado",38
"421","ANTUNEZ","GIMENEZ","FRANCISCO",NA,"Partido Colorado",39
"422","ANTUNEZ",NA,"FREDIS",NA,"Partido Nacional",48
"423","ANTUNEZ",NA,"ADEMAR",NA,"Union Popular",38
"424","ANTUNEZ",NA,"ADEMAR",NA,"Movimiento Progresista",38
"425","ANTUNEZ",NA,"ASILDO",NA,"Partido Nacional",39
"426","ANTUÑA",NA,"HUGO",NA,"Union Civica",29
"427","ANTUÑA",NA,"HUGO",NA,"Union Civica",30
"428","ANTUÑA",NA,"JOSE","G.","Partido Colorado",25
"429","ANTUÑA",NA,"JOSE","G.","Partido Colorado",26
"430","ANTUÑA",NA,"JOSE","G.","Partido Colorado",27
"431","ANTUÑA",NA,"JOSE","G.","Partido Colorado",32
"432","ANTUÑA",NA,"JOSE","G.","Partido Colorado",33
"433","ANTUÑA",NA,"JOSE",NA,"Union Democrata Reformista",37
"434","AOSTALLI","MONTALDO","LUIS",NA,"Partido Nacional",29
"435","APARICIO",NA,"JOAQUIN",NA,"Partido Colorado",37
"436","APARICIO",NA,"MIGUEL",NA,NA,22
"437","APELLIDO",NA,"NOMBRE",NA,"Frente Amplio",48
"438","APOLO",NA,"JUAN","JACINTO","Partido Nacional",39
"439","APOLO",NA,"JUAN","J.","Partido Nacional",37
"440","APOLO",NA,"LUIS","HUGO","Partido Nacional",42
"441","APOLO",NA,"LUIS","HUGO","Partido Nacional",44
"442","APUD",NA,"ABRAHAM",NA,"Partido Colorado",37
"443","AQUINO",NA,"GASPAR",NA,"Partido Nacional",40
"444","AQUINO",NA,"GASPAR",NA,"Partido Nacional",43
"445","AQUISTAPACE",NA,"JOSE",NA,"Partido Colorado",37
"446","ARAGON","Y ETCHART","FLORENCIO",NA,"Partido Colorado",23
"447","ARAGON","Y ETCHART","FLORENCIO",NA,"Partido Colorado",24
"448","ARAGON","Y ETCHART","FLORENCIO",NA,"Partido Colorado",25
"449","ARAGON","Y ETCHART","FLORENCIO",NA,"Partido Colorado",26
"450","ARAGON","Y ETCHART","FLORENCIO",NA,"Partido Colorado",27
"451","ARAGON","Y ETCHART","FLORENCIO",NA,"Partido Colorado",28
"452","ARAGUNDEZ",NA,"ROBERTO",NA,"Partido Liberal",38
"453","ARAKELIAN",NA,"MIGUEL",NA,"Partido Nacional",47
"454","ARAKELIAN",NA,"MIGUEL",NA,"Partido Nacional",48
"455","ARAMBARRI",NA,"EVELIN",NA,"Partido Frente Amplio",48
"456","ARAMBURO",NA,"LUIS",NA,"Partido Frente Amplio",47
"457","ARAMENDIA",NA,"PEDRO",NA,"Partido Nacional",26
"458","ARAMENDIA",NA,"PEDRO",NA,"Partido Nacional",27
"459","ARAMENDIA",NA,"PEDRO",NA,"Partido Nacional",28
"460","ARAMENDIA",NA,"PEDRO",NA,"Partido Nacional",29
"461","ARANA",NA,"ENRIQUE",NA,"Partido Nacional",40
"462","ARANA",NA,"MARIANO",NA,"Frente Amplio",43
"463","ARANA",NA,"MARIANO",NA,"Frente Amplio",46
"464","ARANA",NA,"CARMEN",NA,"Frente Amplio",42
"465","ARANA",NA,"MARIANO",NA,"Frente Amplio",44
"466","ARANA",NA,"MARIANO",NA,"Frente Amplio",45
"467","ARAUJO",NA,"FERNANDO",NA,"Partido Nacional",44
"468","ARAUJO",NA,"FERNANDO",NA,"Partido Nacional",45
"469","ARAUJO",NA,"JOSE","GERMAN","Frente Amplio",42
"470","ARAUJO",NA,"JOSE","GERMAN","Frente Amplio",43
"471","ARBELECHE",NA,"AZUCENA",NA,"Partido Nacional",49
"472","ARBELO",NA,"ANDRES",NA,"Partido Nacional",48
"473","ARBIO",NA,"PEDRO",NA,"Partido Colorado",47
"474","ARBIZA",NA,"FERNANDO",NA,"Partido Colorado",42
"475","ARBIZA",NA,"ORLANDO","M.","Partido Nacional",39
"476","ARBIZA",NA,"SERGIO",NA,"Partido Nacional",38
"477","ARBIZA",NA,"SERGIO",NA,"Partido Nacional",39
"478","ARBOLEYA",NA,"ANTONIO",NA,"Partido Nacional",37
"479","ARCAMONE",NA,"RODRIGO",NA,"Partido Frente Amplio",48
"480","ARECO",NA,"FRANCISCO","E.","Partido Colorado",35
"481","ARECO",NA,"FRANCISCO","E.","Partido Colorado",37
"482","ARECO",NA,"FRANCISCO","E.","Partido Colorado",39
"483","ARECO",NA,"RICARDO","J.","Partido Colorado",21
"484","ARECO",NA,"RICARDO","J.","Partido Colorado",22
"485","ARECO",NA,"RICARDO","J.","Partido Colorado",23
"486","ARECO",NA,"RICARDO","J.","Partido Colorado",24
"487","ARECO",NA,"RICARDO","J.","Partido Colorado",25
"488","ARECO",NA,"RICARDO","J.","Partido Colorado",26
"489","ARECO",NA,"ANGEL","J.","Partido Colorado",38
"490","ARELLANO",NA,"HUGO",NA,"Partido Nacional",48
"491","ARENA","CORNU","OSCAR",NA,"Partido Colorado",41
"492","ARENA",NA,"DANIEL",NA,"Partido Colorado",44
"493","ARENA",NA,"DOMINGO",NA,"Partido Colorado",22
"494","ARENA",NA,"DOMINGO",NA,"Partido Colorado",23
"495","ARENA",NA,"DOMINGO",NA,"Partido Colorado",24
"496","ARENA",NA,"DOMINGO",NA,"Partido Colorado",25
"497","ARENA",NA,"DOMINGO",NA,"Partido Colorado",26
"498","ARENA",NA,"DOMINGO",NA,"Partido Colorado",28
"499","ARENA",NA,"DOMINGO",NA,"Partido Colorado",29
"500","ARENA",NA,"DOMINGO",NA,"Partido Colorado",30
"501","ARENA",NA,"DOMINGO",NA,"Partido Colorado",31
"502","ARENA",NA,"CRISTINA",NA,"Frente Ampilio",48
"503","ARENAS",NA,"MARIO",NA,"Partido Frente Amplio",47
"504","AREOSA",NA,"ROBINSON",NA,"Partido Nacional",48
"505","AREVALO","DE ROCHE","JULIA",NA,"Partido Comunista del Uruguay",34
"506","AREVALO","DE ROCHE","JULIA",NA,"Partido Comunista del Uruguay",35
"507","AREZO",NA,"ENRIQUE",NA,"Partido de la Concertacion",48
"508","ARGELLO",NA,"CESAR","O.","Partido Colorado",32
"509","ARGELLO",NA,"CESAR","O.","Partido Colorado",33
"510","ARGENZIO",NA,"MIGUEL",NA,"Partido Nacional",28
"511","ARGENZIO",NA,"MIGUEL",NA,"Partido Nacional",29
"512","ARGENZIO",NA,"RAUL",NA,"Partido Nacional",45
"513","ARGIMON",NA,"BEATRIZ",NA,"Partido Nacional",45
"514","ARGIMON",NA,"BEATRIZ",NA,"Partido Nacional",46
"515","ARGIMON",NA,"BEATRIZ",NA,"Partido Nacional",49
"516","ARGIMON",NA,"BEATRIZ",NA,"Partido Nacional",48
"517","ARGUELLO",NA,"HECTOR","W.","Partido Frente Amplio",47
"518","ARIAS","ALONSO","ALBERTO",NA,"Partido Nacional",39
"519","ARIAS",NA,"JOSE","F.","Partido Colorado",25
"520","ARIAS",NA,"JOSE","F.","Partido Colorado",26
"521","ARIAS",NA,"JOSE","F.","Partido Colorado",27
"522","ARIAS",NA,"JOSE",NA,"Partido Nacional",40
"523","ARISMENDI",NA,"MARINA",NA,"Frente Amplio",44
"524","ARISMENDI",NA,"MARINA",NA,"Frente Amplio",45
"525","ARISMENDI",NA,"MARINA",NA,"Frente Amplio",46
"526","ARISMENDI",NA,"RODNEY",NA,"Partido Comunista del Uruguay",34
"527","ARISMENDI",NA,"RODNEY",NA,"Partido Comunista del Uruguay",35
"528","ARISMENDI",NA,"RODNEY",NA,"Partido Comunista del Uruguay",36
"529","ARISMENDI",NA,"RODNEY",NA,"Partido Comunista del Uruguay",37
"530","ARISMENDI",NA,"RODNEY",NA,"Partido Comunista del Uruguay",38
"531","ARISMENDI",NA,"RODNEY",NA,"Frente Izquierda de Liberacion",39
"532","ARISMENDI",NA,"RODNEY",NA,"Frente Izquierda de Liberacion",40
"533","ARISMENDI",NA,"RODNEY",NA,"Frente Amplio",41
"534","ARISMENDI",NA,"TIBALDO","S.","Partido Colorado",33
"535","ARISMENDI",NA,"LUIS","A.","Partido Nacional",45
"536","ARISMENDI",NA,"RUBEN",NA,"Partido Nacional",45
"537","ARISMENDI",NA,"MARINA",NA,"Frente Amplio",48
"538","ARISMENDI",NA,"JACQUELINE",NA,"Partido Colorado",47
"539","ARISTIMUÑO",NA,"ELADIO",NA,"Partido Colorado",39
"540","ARISTIMUÑO",NA,"SAUL",NA,"Frente Amplio",48
"541","ARIZTI",NA,"MARIO",NA,"Frente Amplio",48
"542","ARMAND","UGON","DANIEL",NA,"Partido Colorado",40
"543","ARMAND","UGON","DANIEL",NA,"Partido Colorado",41
"544","ARMAND","UGON","MAXIMO",NA,"Partido Colorado",28
"545","ARMAND","UGON","RAUL",NA,"Partido Colorado",48
"546","ARMSTRONG","BRUM","EDWIN",NA,"Partido Colorado",40
"547","ARNABOLDI",NA,"ROMEO",NA,"Partido Colorado",33
"548","ARNEJO",NA,"FABIAN",NA,"Partido Nacional",48
"549","AROCENA",NA,"ALBERTO",NA,"Partido Nacional",29
"550","AROCENA",NA,"ALFREDO",NA,"Partido Nacional",27
"551","AROCENA","FOLLE","JULIO",NA,"Partido Nacional",40
"552","AROCENA",NA,"ISABELINO",NA,"Partido Nacional",38
"553","AROCENA",NA,"ISABELINO",NA,"Partido Nacional",39
"554","AROCENA",NA,"ANDRES",NA,"Partido Nacional",43
"555","AROCENA",NA,"JOSE","ANDRES","Partido Colorado",48
"556","AROCENA","ARGUI","JOSE","ANDRES","Partido Nacional",47
"557","AROCENA",NA,"JOSE",NA,"Partido Independiente",47
"558","AROCENA",NA,"JOSE",NA,"Partido Independiente",48
"559","AROCENA",NA,"ALBERTO",NA,"Partido Nacional",38
"560","AROCENA",NA,"ISABELINO",NA,"Partido Nacional",37
"561","AROCENA","NOCETTI","ANDRES",NA,"Partido Nacional",45
"562","AROCHA",NA,"ALVARO",NA,"Partido Colorado",40
"563","AROCHA",NA,"ALVARO",NA,"Partido Colorado",41
"564","AROCHA",NA,"ANA",NA,"Partido Nacional",45
"565","ARON",NA,"FANNY",NA,"Partido Colorado",42
"566","AROSTEGUY",NA,"ESTEBAN",NA,"Partido Nacional",35
"567","AROSTEGUY",NA,"ESTEBAN",NA,"Partido Nacional",36
"568","AROSTEGUY",NA,"ESTEBAN",NA,"Partido Nacional",37
"569","AROSTEGUY",NA,"ESTEBAN",NA,"Partido Nacional",38
"570","AROSTEGUY",NA,"AMADEO",NA,"Partido Nacional",37
"571","AROUR","NEGEMI","ANGEL",NA,"Union Civica",42
"572","ARRAGA",NA,"CARLOS",NA,"Partido Nacional",37
"573","ARRAGA",NA,"CARLOS",NA,"Partido Nacional",38
"574","ARRARTE","CORBO","CECILIO",NA,"Partido Nacional",30
"575","ARRARTE","CORBO","CECILIO",NA,"Partido Nacional",31
"576","ARRARTE","CORBO","CECILIO",NA,"Partido Nacional Independiente",34
"577","ARRARTE",NA,"EDISON",NA,"Frente Amplio",43
"578","ARRARTE","FERNANDEZ","ROBERTO",NA,"Partido Nacional",45
"579","ARREDONDO",NA,"NELSON",NA,"Partido Colorado",38
"580","ARREDONDO",NA,"NELSON",NA,"Partido Colorado",42
"581","ARREGUI",NA,"ROQUE",NA,"Frente Amplio",44
"582","ARREGUI",NA,"ROQUE",NA,"Frente Amplio",45
"583","ARREGUI",NA,"ROQUE",NA,"Frente Amplio",46
"584","ARREGUI",NA,"ROQUE",NA,"Frente Amplio",47
"585","ARRIAGA",NA,"NERY",NA,"Partido Nacional",30
"586","ARRIAGA",NA,"NERI",NA,"Concentracion Blanca de San Jose",35
"587","ARRIAGA",NA,"NERI",NA,"Concentracion Blanca de San Jose",36
"588","ARRIETA",NA,"JUAN","CARLOS","Partido Colorado",31
"589","ARRILLAGA","DUTRA","JOSE","LUIS","Partido Nacional",34
"590","ARRILLAGA","DUTRA","JOSE","LUIS","Partido Nacional",35
"591","ARRILLAGA",NA,"FRANCISCO",NA,"Partido Nacional",31
"592","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",30
"593","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",31
"594","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",32
"595","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",33
"596","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",34
"597","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",35
"598","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",36
"599","ARRILLAGA","SAFONS","ATILIO",NA,"Partido Nacional",37
"600","ARRILLAGA","SAFONS","DUVIMIOSO",NA,"Partido Nacional",35
"601","ARRILLAGA","SAFONS","DUVIMIOSO",NA,"Partido Nacional",37
"602","ARRILLAGA","SIMPSON","ATILIO",NA,"Partido Nacional",39
"603","ARRILLAGA","TERRA","FRANCISCO",NA,"Partido Nacional",31
"604","ARRILLAGA","TERRA","FRANCISCO",NA,"Partido Nacional",33
"605","ARRILLAGA",NA,"TOMAS","B.","Partido Nacional",27
"606","ARRILLAGA",NA,"TOMAS","B.","Partido Nacional",30
"607","ARRILLAGA","ETCHEVARRIA","RAUL",NA,"Partido Nacional",43
"608","ARRILLAGA",NA,"JOSE","SERVANDO","Partido por el Gobierno del Pueblo",43
"609","ARRILLAGA",NA,"JOSE","SERVANDO","Nuevo Espacio",44
"610","ARROSA",NA,"FEDERICO","P.","Partido Nacional",29
"611","ARROSPIDE",NA,"TOMAS",NA,"Partido Nacional",28
"612","ARROYO","TORRES","LEDO",NA,"Partido Colorado",34
"613","ARROYO","TORRES","LEDO",NA,"Partido Colorado",35
"614","ARROYO","TORRES","LEDO",NA,"Partido Colorado",36
"615","ARROYO","TORRES","LEDO",NA,"Partido Colorado",37
"616","ARROYO","TORRES","LEDO",NA,"Partido Colorado",38
"617","ARROYO","TORRES","LEDO",NA,"Partido Colorado",39
"618","ARSUAGA",NA,"EDUARDO",NA,"Partido Colorado",39
"619","ARSUAGA",NA,"EDUARDO",NA,"Partido Colorado",40
"620","ARTAGAVEYTIA",NA,"ADOLFO",NA,"Partido Nacional",27
"621","ARTAGAVEYTIA",NA,"MANUEL","S.","Partido Nacional",21
"622","ARTAGAVEYTIA",NA,"MANUEL","S.","Partido Nacional",27
"623","ARTAGAVEYTIA",NA,"ALBERTO",NA,"Partido Nacional",35
"624","ARTECONA",NA,"ARTURO","A.","Partido Nacional",32
"625","ARTECONA",NA,"ARTURO",NA,"Partido Nacional",31
"626","ARTIGAS",NA,"CARLOS","MARIA","Partido Nacional",39
"627","ARTIGAS",NA,"FRANCISCO",NA,"Partido Colorado",27
"628","ARTIGAS","CABRERA","JOSE",NA,"Partido Nacional",48
"629","ARTIGAS",NA,"CEIBAL",NA,"Partido Colorado",38
"630","ARTIGAS",NA,"CEIBAL",NA,"Partido Colorado",37
"631","ARTIGAS",NA,"RINCON",NA,"Partido Colorado",38
"632","ARTIGAS",NA,"ALFREDO",NA,"Partido Colorado",38
"633","ARTOLA",NA,"FRANCISCO","JAVIER","Frente Amplio",43
"634","ARTOLA",NA,"FRANCISCO","JAVIER","Frente Amplio",44
"635","ARTOLA","PEREYRA","FERNANDO",NA,"Partido Nacional",44
"636","ASHFIELD",NA,"EDUARDO",NA,"Partido Nacional",47
"637","ASIAIN",NA,"ROBERTO",NA,"Partido Colorado",42
"638","ASIAIN",NA,"CARMEN",NA,"Partido Nacional",49
"639","ASQUETA",NA,"MIGUEL",NA,"Partido Nacional",46
"640","ASTI",NA,"ALFREDO",NA,"Frente Amplio",46
"641","ASTI",NA,"ALFREDO",NA,"Frente Amplio",48
"642","ASTI",NA,"ALFREDO",NA,"Frente Amplio",47
"643","ASTIAZARAN",NA,"JULIAN",NA,"Partido Nacional",28
"644","ASTIAZARAN",NA,"JULIAN",NA,"Partido Nacional",29
"645","ASTIAZARAN",NA,"LEONARDO",NA,"Partido Nacional",27
"646","ASTIAZARAN",NA,"PANTALEON",NA,"Partido Nacional",31
"647","ASTIAZARAN",NA,"PANTALEON",NA,"Partido Nacional Independiente",34
"648","ASTIAZARAN",NA,"PANTALEON",NA,"Partido Nacional Independiente",35
"649","ASTIAZARAN",NA,"PANTALEON",NA,"Partido Nacional Independiente",36
"650","ASTIAZARAN",NA,"PANTALEON",NA,"Partido Nacional",38
"651","ASTIAZARAN",NA,"LEONARDO","E.","Partido Nacional",29
"652","ASTIAZARAN",NA,"LEONARDO","E.","Partido Nacional",31
"653","ASTIGARRAGA",NA,"JOSE",NA,"Partido Nacional",24
"654","ASTIGARRAGA",NA,"JOSE",NA,"Partido Nacional",25
"655","ASTORGA",NA,"ERNESTO",NA,"Partido Colorado",40
"656","ASTORGA",NA,"HECTOR","J.","Partido Colorado",31
"657","ASTORGA",NA,"HECTOR","J.","Partido Colorado",29
"658","ASTORI",NA,"DANILO",NA,"Frente Amplio",43
"659","ASTORI",NA,"DANILO",NA,"Frente Amplio",44
"660","ASTORI",NA,"DANILO",NA,"Frente Amplio",45
"661","ASTORI",NA,"DANILO",NA,"Frente Amplio",46
"662","ASTORI",NA,"DANILO",NA,"Frente Amplio",47
"663","ASTORI",NA,"DANILO",NA,"Frente Amplio",48
"664","ASTORI",NA,"DANILO",NA,"Frente Amplio",49
"665","ASTORI",NA,"DANILO",NA,"Frente Amplio",42
"666","ATCHUGARRY",NA,"ALEJANDRO",NA,"Partido Colorado",43
"667","ATCHUGARRY",NA,"ALEJANDRO",NA,"Partido Colorado",44
"668","ATCHUGARRY",NA,"ALEJANDRO",NA,"Partido Colorado",45
"669","ATCHUGARRY",NA,"ALEJANDRO",NA,"Partido Colorado",42
"670","AUBRIOT",NA,"JUAN","M.","Partido Colorado",25
"671","AUBRIOT",NA,"JUAN","M.","Partido Colorado",26
"672","AUNCHAYNA",NA,"CARLOS",NA,"Partido Nacional",47
"673","AVEGNO",NA,"EMILIO",NA,"Partido Colorado",21
"674","AVEGNO",NA,"EMILIO",NA,"Partido Colorado",22
"675","AVEGNO",NA,"EMILIO",NA,"Partido Colorado",23
"676","AVEGNO",NA,"EMILIO",NA,"Partido Colorado",24
"677","AVELLANAL",NA,"JUAN","JOSE","Partido Nacional",40
"678","AVELLANEDA",NA,"WILFREDO",NA,"Partido Frente Amplio",48
"679","AVIAGA",NA,"CAROL",NA,"Partido Nacional",48
"680","AVILA",NA,"CARLOS","M.","Partido Nacional",48
"681","AYALA",NA,"BERNARDINO",NA,"Partido Nacional",44
"682","AYALA",NA,"JUAN","CARLOS","Partido Nacional",43
"683","AYALA",NA,"PATRICIA",NA,"Frente Amplio",47
"684","AYALA",NA,"PATRICIA",NA,"Frente Amplio",48
"685","AYALA",NA,"MARIO",NA,"Partido Nacional",48
"686","AYALA",NA,"ANA",NA,"Partido Nacional",47
"687","AYENDE",NA,"RAMIRO",NA,"Partido Nacional",48
"688","AYUB",NA,"JOSE","M.","Partido Colorado",38
"689","AZAMBUYA",NA,"GERARDO",NA,"Partido Frente Amplio",48
"690","AZEVES",NA,"GABINO",NA,"Partido Nacional",36
"691","AZEVES",NA,"GABINO",NA,"Partido Nacional",40
"692","AZEVES",NA,"JUAN","M.","Partido Nacional",32
"693","AZEVES",NA,"HECTOR","ELOY","Partido Nacional",44
"694","AZNARES",NA,"VALENTIN",NA,"Partido Nacional",38
"695","AZNAREZ",NA,"CARLOS",NA,"Partido Nacional",32
"696","AZNAREZ",NA,"VALENTIN",NA,"Partido Nacional",25
"697","AZOR",NA,"RAMIRO",NA,"Partido Frente Amplio",48
"698","AZZINI",NA,"DANIEL",NA,"Partido Nacional",43
"699","AZZINI",NA,"JUAN","EDUARDO","Partido Nacional",38
"700","BABRERA",NA,"FEDERICO",NA,"Partido Colorado",47
"701","BACCINO",NA,"JORGE",NA,"Partido Frente Amplio",48
"702","BACCINO",NA,"JULIO",NA,"Partido Comunista del Uruguay",37
"703","BACHINI",NA,"ANTONIO",NA,"Partido Colorado",27
"704","BACHINI",NA,"ANTONIO",NA,"Partido Colorado",22
"705","BACIGALUPE",NA,"RUBEN",NA,"Partido Nacional",44
"706","BACIGALUPE",NA,"RUBEN",NA,"Partido Nacional",45
"707","BACIGALUPE",NA,"RUBEN","ANIBAL","Partido Nacional",48
"708","BACIGALUPE",NA,"RUBEN",NA,"Partido Nacional",49
"709","BACIGALUPE",NA,"RUBEN","A.","Partido Nacional",39
"710","BACIGALUPI",NA,"ARMANDO",NA,"Partido Colorado",27
"711","BACIGALUPI",NA,"ARMANDO",NA,"Partido Colorado",28
"712","BACIGALUPI",NA,"ESTEBAN","J.","Partido Colorado",34
"713","BACIGALUPI",NA,"ESTEBAN","J.","Partido Colorado",35
"714","BACIGALUPI",NA,"ESTEBAN","J.","Partido Colorado",37
"715","BACIGALUZ",NA,"EDUARDO",NA,"Frente Amplio",42
"716","BADANO",NA,"HUMBERTO",NA,"Partido Colorado",34
"717","BADANO",NA,"HUMBERTO",NA,"Partido Colorado",35
"718","BADANO","REPETTO","JULIO",NA,"Movimiento Renovador",37
"719","BADIN",NA,"CESAR",NA,"Partido Frente Amplio",47
"720","BADO",NA,"AUGUSTO","CESAR","Partido Colorado",31
"721","BADO",NA,"AUGUSTO","CESAR","Partido Colorado",32
"722","BADO",NA,"AUGUSTO","CESAR","Partido Colorado",33
"723","BADO",NA,"RAMON",NA,"Partido Colorado",32
"724","BADO",NA,"RAMON",NA,"Partido Colorado",33
"725","BADO",NA,"RAMON",NA,"Partido Colorado",34
"726","BADO",NA,"RAMON",NA,"Partido Colorado",35
"727","BADO",NA,"WASHINGTON",NA,"Partido Colorado",40
"728","BADO",NA,"AUGUSTO","C.","Partido Colorado",32
"729","BADO",NA,"RAMON","F.","Partido Colorado",33
"730","BADO",NA,"RAMON","F.","Partido Colorado",37
"731","BAENA",NA,"JOSE","LUIS","Partido Nacional",21
"732","BAEZ",NA,"MANUEL",NA,"Partido Nacional",44
"733","BAGALCIAGUE",NA,"ROBERTO",NA,"Partido Colorado",45
"734","BAGATTINI",NA,"JOSE","PEDRO","Partido Colorado",37
"735","BALAY",NA,"IBERIO",NA,"Partido Colorado",37
"736","BALBELA",NA,"DIONISIO","MIGUEL","Partido Colorado",33
"737","BALBI",NA,"PEDRO",NA,"Frente Amplio",44
"738","BALBO",NA,"JOSE",NA,"Frente Amplio",43
"739","BALDOMIR",NA,"ALFREDO",NA,"Partido Colorado",32
"740","BALDOMIR",NA,"ALFREDO",NA,"Partido Colorado",33
"741","BALESTENA",NA,"RAUL","F.","Partido Nacional",48
"742","BALIAS","BARBAGELATA","JORGE",NA,"Partido Colorado",42
"743","BALIERO","SILVA","WASHINGTON","FREDY","Partido Colorado",42
"744","BALIERO","SILVA","WASHINGTON","FREDY","Partido Colorado",43
"745","BALLESTEROS",NA,"ADOLFO",NA,"Partido Socialista",37
"746","BALPARDA",NA,"SATURNINO",NA,"Partido Nacional",21
"747","BALPARDA",NA,"SECUNDINO",NA,"Partido Nacional",28
"748","BALPARDA",NA,"ANGELES",NA,"Frente Amplio",45
"749","BALPARDA","BLENGIO","LUIS",NA,"Partido Nacional",41
"750","BALPARDA",NA,"BEATRIZ",NA,"Partido Nacional",48
"751","BALTAR",NA,"JOAQUIN",NA,"Partido Colorado",32
"752","BANCHERO",NA,"BEATRIZ",NA,"Partido Unidos",47
"753","BANDERA",NA,"MARIO",NA,"Partido Nacional",47
"754","BANDERA",NA,"MARIO",NA,"Partido Nacional",48
"755","BANGO",NA,"JULIO",NA,"Frente Amplio",47
"756","BARABINO",NA,"SANTIAGO",NA,"Partido Colorado",21
"757","BARAIBAR",NA,"PIEDAD",NA,"Partido Nacional",38
"758","BARAIBAR",NA,"CARLOS",NA,"Frente Amplio",41
"759","BARAIBAR",NA,"CARLOS",NA,"Frente Amplio",44
"760","BARAIBAR",NA,"CARLOS",NA,"Frente Amplio",45
"761","BARAIBAR",NA,"CARLOS",NA,"Frente Amplio",46
"762","BARAIBAR",NA,"GABRIEL",NA,"Partido Nacional",44
"763","BARAIBAR",NA,"CARLOS",NA,"Frente Amplio",47
"764","BARAIBAR",NA,"JULIO",NA,"Frente Amplio",46
"765","BARAIBAR","","GABRIEL",NA,"Partido Nacional",43
"766","BARANDIARAN",NA,"GABRIEL",NA,"Nuevo Espacio",44
"767","BARANDIARAN",NA,"GABRIEL",NA,"Nuevo Espacio",45
"768","BARAÑANO",NA,"GREGORIO",NA,"Partido Nacional",32
"769","BARAÑANO",NA,"GREGORIO",NA,"Partido Nacional",33
"770","BARAÑANO",NA,"GREGORIO",NA,"Partido Nacional",34
"771","BARAÑANO",NA,"GREGORIO",NA,"Partido Nacional",35
"772","BARBACHAN",NA,"FERNANDO",NA,"Partido Nacional",47
"773","BARBADORA",NA,"ALEJANDRO",NA,"Partido Colorado",33
"774","BARBAROUX",NA,"EMILIO",NA,"Partido Colorado",22
"775","BARBAROUX",NA,"EMILIO",NA,"Partido Colorado",23
"776","BARBAROUX",NA,"EMILIO",NA,"Partido Colorado",24
"777","BARBAROUX",NA,"EMILIO",NA,"Partido Colorado",25
"778","BARBATO",NA,"MILKA",NA,"Partido Colorado",45
"779","BARBATO",NA,"TOMAS",NA,"Partido Colorado",25
"780","BARBATO",NA,"TOMAS",NA,"Partido Colorado",26
"781","BARBATO",NA,"TOMAS",NA,"Partido Colorado",27
"782","BARBATO",NA,"TOMAS",NA,"Partido Colorado",28
"783","BARBATO",NA,"CELIA",NA,"Frente Amplio",44
"784","BARBATO",NA,"GERMAN",NA,"Partido Colorado",36
